"date","ConstrProd","IP","ConstrNO","INO","ConstrTurn","ITurn","RetTurn","CPI","CPIEN","PPI","PPIEN","EPI","IPI","HW","ConstrHW","Empl","GWMan","GWConstr","CDAX","Bond1","Bond5","Bond10","EERN","EERB","TotalDebt","BankDebt","CorpDebt","PublicDebt","ifoIndTradeClimate","ifoIndTradeCurrent","ifoIndTradeExp","GfKBCE","GfKIE","GfKWtB","GfKCCI","ESI"
"Transform:",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2
"1/1/1991",104,76.4,145.8,66.1,NA,59.6,NA,68.6,70.9,77.6,83,86.3,86.1,160.68,NA,39214,73.67,NA,152.63,8.97,8.98,8.61,NA,NA,9.1,9.2,9.35,9.1,9.9,18.1,2.1,NA,NA,NA,NA,106.5
"2/1/1991",83.6,75.5,148.3,63.2,NA,58.5,NA,68.7,71.3,77.7,83.1,86.2,85.4,159.9,NA,39110,74,NA,165.33,8.69,8.57,8.31,NA,NA,8.7,8.8,9.07,8.6,10.2,20.1,0.8,NA,NA,NA,NA,104
"3/1/1991",96.6,75,154.8,64.4,NA,58.6,NA,68.7,71.6,77.6,83.3,86.3,85.8,157.89,NA,38979,73.96,NA,163.26,8.77,8.71,8.47,NA,NA,8.6,8.7,8.74,8.5,7.3,14.3,0.5,NA,NA,NA,NA,100.1
"4/1/1991",95.7,74.4,151.8,62.7,NA,58.4,NA,69.1,71.8,78.2,83.6,86.7,86.7,155.14,NA,38978,74.69,NA,173.2,8.87,8.63,8.24,NA,NA,8.6,8.7,8.71,8.5,7.4,12.6,2.3,NA,NA,NA,NA,100.4
"5/1/1991",94.5,73.2,155.3,62.3,NA,58.1,NA,69.2,71.9,78.3,83.6,86.6,86.6,153.83,NA,38944,77.02,NA,179.18,8.69,8.47,8.19,NA,NA,8.6,8.7,8.66,8.5,4.9,7.5,2.3,NA,NA,NA,NA,100.5
"6/1/1991",94.7,76.4,159.3,63.3,NA,59.4,NA,69.7,72.2,78.4,83.8,86.7,86.9,154.47,NA,38828,77.74,NA,174.69,8.85,8.73,8.41,NA,NA,8.6,8.7,8.58,8.5,4.8,9.9,-0.1,NA,NA,NA,NA,100.2
"7/1/1991",95.5,74.2,158.8,61.7,NA,58.4,NA,70.3,72.7,79,84,86.9,87,152.33,NA,38711,75.58,NA,171.58,9.11,8.97,8.61,NA,NA,8.9,9,9.28,8.8,3.5,7.3,-0.3,NA,NA,NA,NA,95.7
"8/1/1991",94.8,73,164,65.1,NA,57.7,NA,70.6,72.9,79,84.1,86.8,86.7,150.5,NA,38560,76.02,NA,173.62,8.84,8.75,8.31,NA,NA,8.9,9.1,9.02,8.8,2.3,4.6,0.1,NA,NA,NA,NA,94.3
"9/1/1991",95.9,72.8,172.6,61.9,NA,58.1,NA,70.7,73,79.3,84.2,86.8,86,150.22,NA,38520,75.55,NA,168.73,8.84,8.75,8.26,NA,NA,8.8,8.9,8.94,8.7,2,4.2,-0.1,NA,NA,NA,NA,94.8
"10/1/1991",96.9,73.9,162.2,63.1,NA,59.4,NA,72,74.2,79.2,84.3,86.8,86.1,148.74,NA,38545,75.68,NA,165,9.05,8.73,8.23,NA,NA,8.7,8.9,8.91,8.6,2.7,4.5,0.9,NA,NA,NA,NA,95.8
"11/1/1991",98.7,74.7,162.7,64.3,NA,60.8,NA,72.3,74.6,79.3,84.3,86.8,85.8,149.15,NA,38558,75.54,NA,163.01,9.07,8.68,8.12,NA,NA,8.7,8.9,8.91,8.6,2.7,3.8,1.6,NA,NA,NA,NA,94.6
"12/1/1991",99.2,74.8,156.5,64.9,NA,59.4,NA,72.3,74.7,79.3,84.3,86.7,84.8,146.36,NA,38537,75.57,NA,161.59,9.01,8.46,7.91,NA,NA,8.7,8.8,8.88,8.5,0.5,2.2,-1.1,NA,NA,NA,NA,95.2
"1/1/1992",103,75.7,165.7,64.3,NA,60,NA,72.5,75,78.9,84.4,86.9,84.5,147.88,NA,38529,75.94,NA,170.16,8.83,8.08,7.7,NA,NA,8.3,8.5,8.84,8.1,-2.7,-2.5,-2.9,7.9,11.5,-23.4,NA,94
"2/1/1992",109.5,77,177.8,64.5,NA,60.6,NA,72.7,75.3,79.3,84.6,87.1,84.8,147.75,NA,38497,76.8,NA,177.4,8.79,8.05,7.65,NA,NA,8.2,8.3,8.59,8.1,-3.4,-1.4,-5.3,6.8,10,-20.9,NA,93.2
"3/1/1992",106.1,74.8,172.3,64,NA,59.7,NA,73,75.6,79.5,85,87.1,85.1,146.4,NA,38449,76.45,NA,174.46,9,8.28,7.73,NA,NA,8.2,8.3,8.61,8.1,-6.4,-7.4,-5.4,-3.2,-0.4,-32.2,NA,90.6
"4/1/1992",104.3,74.7,168.3,62,NA,59.9,NA,73.4,75.9,79.8,85.2,87.4,85,144.94,NA,38415,76.73,NA,175.57,8.95,8.29,7.85,NA,NA,8.3,8.5,8.71,8.2,-7.5,-8.3,-6.7,-10.5,-3.6,-31.1,NA,88.6
"5/1/1992",105.3,74.2,165.7,60.7,NA,59.6,NA,73.6,76.1,79.7,85.4,87.4,84.9,144.1,NA,38390,76.61,NA,181.3,8.99,8.22,7.82,NA,NA,8.4,8.6,8.86,8.3,-8,-10.2,-5.7,-12.7,-7.4,-39.9,NA,87.5
"6/1/1992",104.3,73,170.2,59.3,NA,58.9,NA,73.8,76.4,80,85.6,87.4,84.6,141.89,NA,38346,77.4,NA,175.51,9.08,8.34,7.92,NA,NA,8.4,8.6,9.14,8.3,-9.7,-12.4,-7,-8.5,-1.8,-40.3,NA,88.7
"7/1/1992",101.4,71.7,162.3,58,NA,57.7,NA,73.9,76.5,79.8,85.6,87.3,84,139.81,NA,38288,78.96,NA,161.84,9.31,8.47,7.96,NA,NA,8.5,8.7,9.25,8.3,-11.5,-15.7,-7.3,-2,2.1,-31,NA,89.1
"8/1/1992",104.9,71.9,161.7,58.6,NA,57.9,NA,74,76.6,79.8,85.7,87.2,83.4,140.7,NA,38212,77.68,NA,152.65,9.47,8.32,7.87,NA,NA,8.6,8.8,9.34,8.4,-18.2,-18.6,-17.8,-1.1,4.9,-19.6,NA,85.3
