"date","ConstrProd","IP","ConstrNO","INO","ConstrTurn","ITurn","RetTurn","CPI","CPIEN","PPI","PPIEN","EPI","IPI","HW","ConstrHW","Empl","GWMan","GWConstr","CDAX","Bond1","Bond5","Bond10","EERN","EERB","TotalDebt","BankDebt","CorpDebt","PublicDebt","ifoIndTradeClimate","ifoIndTradeCurrent","ifoIndTradeExp","GfKBCE","GfKIE","GfKWtB","GfKCCI","ESI"
"Transform:",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2
"1/1/1991",126.4,84.5,146.3,73,13280841,69.1,NA,68.6,71.1,77.6,83,86.3,86.1,172.53,149481,39214,92.06,4050942,152.63,8.97,8.98,8.61,NA,NA,9.1,9.2,9.35,9.1,9.9,18.1,2.1,NA,NA,NA,NA,106.5
"2/1/1991",101.5,83.5,147.9,69.8,12484634,67.9,NA,68.7,71.4,77.7,83.1,86.2,85.4,171.7,120732,39111,92.47,3501134,165.33,8.69,8.57,8.31,NA,NA,8.7,8.8,9.07,8.6,10.2,20.1,0.8,NA,NA,NA,NA,104
"3/1/1991",117.4,83,155.2,71,12990388,68,NA,68.7,71.6,77.6,83.3,86.3,85.8,169.54,136162,38979,92.41,4149112,163.26,8.77,8.71,8.47,NA,NA,8.6,8.7,8.74,8.5,7.3,14.3,0.5,NA,NA,NA,NA,100.1
"4/1/1991",116.3,82.3,151.7,69.3,13488730,67.7,NA,69.1,71.9,78.2,83.6,86.7,86.7,166.58,134051,38977,93.33,4250449,173.2,8.87,8.63,8.24,NA,NA,8.6,8.7,8.71,8.5,7.4,12.6,2.3,NA,NA,NA,NA,100.4
"5/1/1991",114.9,81,155.5,68.8,13812791,67.5,NA,69.2,72.1,78.3,83.6,86.6,86.6,165.18,132510,38943,96.23,4221574,179.18,8.69,8.47,8.19,NA,NA,8.6,8.7,8.66,8.5,4.9,7.5,2.3,NA,NA,NA,NA,100.5
"6/1/1991",115.1,84.4,159.2,69.9,13939979,68.9,NA,69.7,72.3,78.4,83.8,86.7,86.9,165.87,131360,38827,97.14,4255696,174.69,8.85,8.73,8.41,NA,NA,8.6,8.7,8.58,8.5,4.8,9.9,-0.1,NA,NA,NA,NA,100.2
"7/1/1991",116.1,82.1,158.1,68.2,14186827,67.8,NA,70.3,72.8,79,84,86.9,87,163.57,132371,38711,94.45,4245229,171.58,9.11,8.97,8.61,NA,NA,8.9,9,9.28,8.8,3.5,7.3,-0.3,NA,NA,NA,NA,95.7
"8/1/1991",115.2,80.8,163.4,71.9,13981011,67,NA,70.6,73,79,84.1,86.8,86.7,161.61,131061,38560,94.99,4219939,173.62,8.84,8.75,8.31,NA,NA,8.9,9.1,9.02,8.8,2.3,4.6,0.1,NA,NA,NA,NA,94.3
"9/1/1991",116.6,80.5,173,68.3,14166913,67.4,NA,70.7,73,79.3,84.2,86.8,86,161.3,132141,38521,94.4,4327376,168.73,8.84,8.75,8.26,NA,NA,8.8,8.9,8.94,8.7,2,4.2,-0.1,NA,NA,NA,NA,94.8
"10/1/1991",117.8,81.8,162.7,69.7,14261048,68.9,NA,72,74.4,79.2,84.3,86.8,86.1,159.71,132802,38546,94.56,4420505,165,9.05,8.73,8.23,NA,NA,8.7,8.9,8.91,8.6,2.7,4.5,0.9,NA,NA,NA,NA,95.8
"11/1/1991",119.9,82.6,163.5,70.9,14751870,70.5,NA,72.3,74.6,79.3,84.3,86.8,85.8,160.16,135262,38559,94.39,4497335,163.01,9.07,8.68,8.12,NA,NA,8.7,8.9,8.91,8.6,2.7,3.8,1.6,NA,NA,NA,NA,94.6
"12/1/1991",120.5,82.7,155.3,71.7,14287929,68.9,NA,72.3,74.7,79.3,84.3,86.7,84.8,157.16,135989,38538,94.43,4338846,161.59,9.01,8.46,7.91,NA,NA,8.7,8.8,8.88,8.5,0.5,2.2,-1.1,NA,NA,NA,NA,95.2
